,W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,date
199,win,Deiveson Figueiredo:Tim Elliott,0:0,8:26,0:1,1:0,Flyweight,SUB:Guillotine Choke,1,3:08,"October 12, 2019"
200,win,Marlon Vera:Andre Ewell,0:0,80:50,0:0,2:0,Bantamweight,KO/TKO:Elbows,3,3:17,"October 12, 2019"
201,win,Miguel Baeza:Hector Aldana,1:0,35:8,1:0,0:0,Welterweight,KO/TKO:Kick,2,2:32,"October 12, 2019"
202,win,Marvin Vettori:Andrew Sanchez,0:0,85:39,0:0,0:0,Middleweight,U-DEC:,3,5:00,"October 12, 2019"
203,win,JJ Aldrich:Lauren Mueller,0:0,74:54,1:1,0:0,Women's Flyweight,U-DEC:,3,5:00,"October 12, 2019"
204,win,Ronda Rousey:Liz Carmouche,0:0,7:4,1:0,1:1,Women's Bantamweight,SUB:Armbar,1,4:49,"February 23, 2013"
205,win,Lyoto Machida:Dan Henderson,0:0,27:20,1:1,0:0,Light Heavyweight,S-DEC:,3,5:00,"February 23, 2013"
206,win,Urijah Faber:Ivan Menjivar,0:0,17:3,0:1,1:0,Bantamweight,SUB:Rear Naked Choke,1,4:34,"February 23, 2013"
207,win,Court McGee:Josh Neer,0:0,166:63,2:0,0:0,Welterweight,U-DEC:,3,5:00,"February 23, 2013"
208,win,Robbie Lawler:Josh Koscheck,0:0,9:2,0:2,0:0,Welterweight,KO/TKO:Punches,1,3:57,"February 23, 2013"
209,win,Brendan Schaub:Lavar Johnson,0:0,18:36,5:1,1:0,Heavyweight,U-DEC:,3,5:00,"February 23, 2013"
210,win,Michael Chiesa:Anton Kuivanen,0:0,5:18,1:0,2:0,Lightweight,SUB:Rear Naked Choke,2,2:29,"February 23, 2013"
211,win,Dennis Bermudez:Matt Grice,1:1,120:82,0:1,2:0,Featherweight,S-DEC:,3,5:00,"February 23, 2013"
212,win,Sam Stout:Caros Fodor,0:0,46:47,1:3,0:0,Lightweight,S-DEC:,3,5:00,"February 23, 2013"
213,win,Kenny Robertson:Brock Jardine,0:0,9:1,1:0,2:1,Welterweight,SUB:Suloev Stretch,1,2:57,"February 23, 2013"
214,win,Neil Magny:Jon Manley,0:0,65:17,4:1,0:0,Welterweight,U-DEC:,3,5:00,"February 23, 2013"
215,win,Nah-Shon Burrell:Yuri Villefort,0:0,121:48,0:3,1:1,Welterweight,U-DEC:,3,5:00,"February 23, 2013"
216,win,Jake Ellenberger:Diego Sanchez,1:0,62:29,2:0,0:0,Welterweight,U-DEC:,3,5:00,"February 15, 2012"
217,win,Stefan Struve:Dave Herman,1:0,47:51,1:0,0:0,Heavyweight,KO/TKO:Punches,2,3:52,"February 15, 2012"
218,win,Ronny Markes:Aaron Simpson,0:1,62:55,2:0,0:0,Middleweight,S-DEC:,3,5:00,"February 15, 2012"
219,win,Stipe Miocic:Philip De Fries,1:0,8:7,0:0,0:0,Heavyweight,KO/TKO:Punch,1,0:43,"February 15, 2012"
220,win,TJ Dillashaw:Walel Watson,0:0,85:11,3:0,5:1,Bantamweight,U-DEC:,3,5:00,"February 15, 2012"
221,win,Ivan Menjivar:John Albert,0:0,25:31,1:0,2:3,Bantamweight,SUB:Rear Naked Choke,1,3:45,"February 15, 2012"
222,win,Jonathan Brookins:Vagner Rocha,0:0,18:7,1:0,0:0,Featherweight,KO/TKO:Punches,1,1:32,"February 15, 2012"
223,win,Justin Salas:Anton Kuivanen,0:0,50:38,4:0,0:0,Lightweight,U-DEC:,3,5:00,"February 15, 2012"
224,win,Tim Means:Bernardo Magalhaes,0:0,83:28,0:0,0:0,Lightweight,U-DEC:,3,5:00,"February 15, 2012"
225,win,Quinton Jackson:Dan Henderson,1:0,74:60,2:3,0:3,Light Heavyweight,U-DEC:,5,5:00,"September 08, 2007"
226,win,Michael Bisping:Matt Hamill,0:0,47:56,0:6,0:0,Light Heavyweight,S-DEC:,3,5:00,"September 08, 2007"
227,win,Cheick Kongo:Mirko Filipovic,0:0,63:15,1:1,0:0,Heavyweight,U-DEC:,3,5:00,"September 08, 2007"
228,win,Marcus Davis:Paul Taylor,0:1,24:16,1:0,1:0,Welterweight,SUB:Armbar,1,4:14,"September 08, 2007"
229,win,Houston Alexander:Alessio Sakara,1:0,18:1,0:1,0:0,Light Heavyweight,KO/TKO:Knee,1,1:01,"September 08, 2007"
230,win,Gleison Tibau:Terry Etim,0:0,14:18,7:0,0:0,Lightweight,U-DEC:,3,5:00,"September 08, 2007"
231,win,Thiago Silva:Tomasz Drwal,1:0,48:43,0:1,1:0,Light Heavyweight,KO/TKO:Punches,2,4:23,"September 08, 2007"
232,win,Dennis Siver:Naoyuki Kotani,1:0,28:9,0:0,0:2,Lightweight,KO/TKO:Punch,2,2:04,"September 08, 2007"
233,win,Jess Liaudin:Anthony Torres,2:0,38:13,0:0,0:0,Welterweight,KO/TKO:Punches,1,4:10,"September 08, 2007"
234,win,Israel Adesanya:Yoel Romero,0:0,48:40,0:0,0:0,Middleweight,U-DEC:,5,5:00,"March 07, 2020"
235,win,Zhang Weili:Joanna Jedrzejczyk,0:0,165:186,1:0,0:0,Women's Strawweight,S-DEC:,5,5:00,"March 07, 2020"
236,win,Beneil Dariush:Drakkar Klose,1:0,12:15,1:0,2:0,Lightweight,KO/TKO:Punch,2,1:00,"March 07, 2020"
237,win,Neil Magny:Li Jingliang,0:0,74:16,4:2,0:0,Welterweight,U-DEC:,3,5:00,"March 07, 2020"
238,win,Alex Oliveira:Max Griffin,0:0,40:23,1:2,0:0,Welterweight,S-DEC:,3,5:00,"March 07, 2020"
239,win,Sean O'Malley:Jose Quinonez,0:0,18:0,0:0,0:0,Bantamweight,KO/TKO:Punches,1,2:02,"March 07, 2020"
240,win,Mark Madsen:Austin Hubbard,0:0,15:41,8:0,0:0,Lightweight,U-DEC:,3,5:00,"March 07, 2020"
241,win,Rodolfo Vieira:Saparbeg Safarov,0:0,5:5,2:0,1:0,Middleweight,SUB:Arm Triangle,1,2:58,"March 07, 2020"
242,win,Gerald Meerschaert:Deron Winn,1:0,86:53,1:1,1:0,Middleweight,SUB:Rear Naked Choke,3,2:13,"March 07, 2020"
243,win,Giga Chikadze:Jamall Emmers,0:0,38:54,0:2,0:0,Featherweight,S-DEC:,3,5:00,"March 07, 2020"
244,win,Batgerel Danaa:Guido Cannetti,1:0,17:11,0:0,0:0,Bantamweight,KO/TKO:Punch,1,3:01,"March 07, 2020"
245,win,Israel Adesanya:Marvin Vettori,0:0,96:58,0:4,0:0,Middleweight,U-DEC:,5,5:00,"June 12, 2021"
246,win,Brandon Moreno:Deiveson Figueiredo,1:0,47:24,2:1,2:0,Flyweight,SUB:Rear Naked Choke,3,2:26,"June 12, 2021"
247,win,Leon Edwards:Nate Diaz,0:0,77:76,4:0,0:0,Welterweight,U-DEC:,5,5:00,"June 12, 2021"
248,win,Belal Muhammad:Demian Maia,0:0,45:21,0:1,0:0,Welterweight,U-DEC:,3,5:00,"June 12, 2021"
249,win,Paul Craig:Jamahal Hill,0:0,23:1,0:0,3:0,Light Heavyweight,KO/TKO:Punches,1,1:59,"June 12, 2021"
250,win,Brad Riddell:Drew Dober,0:0,89:73,5:1,0:0,Lightweight,U-DEC:,3,5:00,"June 12, 2021"
251,win,Eryk Anders:Darren Stewart,0:0,44:33,0:2,0:0,Light Heavyweight,U-DEC:,3,5:00,"June 12, 2021"
252,win,Lauren Murphy:Joanne Wood,0:0,80:123,1:0,0:0,Women's Flyweight,S-DEC:,3,5:00,"June 12, 2021"
253,win,Movsar Evloev:Hakeem Dawodu,0:0,42:39,9:0,2:0,Featherweight,U-DEC:,3,5:00,"June 12, 2021"
254,win,Pannie Kianzad:Alexis Davis,0:0,124:132,0:1,0:0,Women's Bantamweight,U-DEC:,3,5:00,"June 12, 2021"
255,win,Terrance McKinney:Matt Frevola,1:0,4:0,0:0,0:0,Lightweight,KO/TKO:Punch,1,0:07,"June 12, 2021"
256,win,Steven Peterson:Chase Hooper,0:0,49:31,1:3,2:2,Featherweight,U-DEC:,3,5:00,"June 12, 2021"
257,win,Fares Ziam:Luigi Vendramini,0:0,39:34,0:1,0:0,Lightweight,M-DEC:,3,5:00,"June 12, 2021"
258,win,Carlos Felipe:Jake Collier,0:0,94:130,0:0,0:0,Heavyweight,S-DEC:,3,5:00,"June 12, 2021"
259,win,Conor McGregor:Donald Cerrone,1:0,19:0,0:0,0:0,Welterweight,KO/TKO:Punches,1,0:40,"January 18, 2020"
260,win,Holly Holm:Raquel Pennington,0:0,30:38,0:1,0:0,Women's Bantamweight,U-DEC:,3,5:00,"January 18, 2020"
261,win,Aleksei Oleinik:Maurice Greene,0:0,7:13,3:0,3:0,Heavyweight,SUB:Armbar,2,4:38,"January 18, 2020"
262,win,Brian Kelleher:Ode Osbourne,0:0,7:9,1:0,1:0,Bantamweight,SUB:Guillotine Choke,1,2:49,"January 18, 2020"
263,win,Diego Ferreira:Anthony Pettis,0:0,25:22,3:0,1:0,Lightweight,SUB:Rear Naked Choke,2,1:46,"January 18, 2020"
264,win,Roxanne Modafferi:Maycee Barber,1:0,19:16,1:0,0:1,Women's Flyweight,U-DEC:,3,5:00,"January 18, 2020"
265,win,Sodiq Yusuff:Andre Fili,0:0,73:49,0:3,1:0,Featherweight,U-DEC:,3,5:00,"January 18, 2020"
266,win,Askar Askarov:Tim Elliott,0:0,73:47,0:3,0:0,Flyweight,U-DEC:,3,5:00,"January 18, 2020"
267,win,Drew Dober:Nasrat Haqparast,1:0,13:7,0:0,0:0,Lightweight,KO/TKO:Punch,1,1:10,"January 18, 2020"
268,win,Aleksa Camur:Justin Ledet,0:0,80:44,1:0,0:0,Light Heavyweight,U-DEC:,3,5:00,"January 18, 2020"
269,win,Sabina Mazo:JJ Aldrich,0:0,118:58,0:0,0:0,Women's Flyweight,S-DEC:,3,5:00,"January 18, 2020"
270,win,TJ Dillashaw:Renan Barao,0:0,117:62,0:0,0:0,Bantamweight,KO/TKO:Punches,4,0:35,"July 25, 2015"
271,win,Miesha Tate:Jessica Eye,1:0,58:56,1:0,2:0,Women's Bantamweight,U-DEC:,3,5:00,"July 25, 2015"
272,win,Edson Barboza:Paul Felder,0:0,64:47,0:0,0:0,Lightweight,U-DEC:,3,5:00,"July 25, 2015"
273,win,Joe Lauzon:Takanori Gomi,0:0,15:7,1:0,0:0,Lightweight,KO/TKO:Punches,1,2:37,"July 25, 2015"
274,win,Tom Lawlor:Gian Villante,1:0,22:31,0:1,0:0,Light Heavyweight,KO/TKO:Punch,2,0:27,"July 25, 2015"
275,win,Jim Miller:Danny Castillo,0:0,45:35,2:0,0:0,Lightweight,S-DEC:,3,5:00,"July 25, 2015"
276,win,Ben Saunders:Kenny Robertson,0:1,98:91,0:2,0:0,Welterweight,S-DEC:,3,5:00,"July 25, 2015"
277,win,Bryan Caraway:Eddie Wineland,0:0,61:52,0:0,0:0,Bantamweight,U-DEC:,3,5:00,"July 25, 2015"
278,win,James Krause:Daron Cruickshank,0:0,10:6,1:0,1:0,Lightweight,SUB:Rear Naked Choke,1,1:27,"July 25, 2015"
279,win,Andrew Holbrook:Ramsey Nijem,0:0,20:29,0:6,2:0,Lightweight,S-DEC:,3,5:00,"July 25, 2015"
280,win,Elizabeth Phillips:Jessamyn Duke,0:0,49:36,2:2,1:3,Women's Bantamweight,U-DEC:,3,5:00,"July 25, 2015"
281,win,Zak Cummings:Dominique Steele,1:0,14:2,0:0,0:0,Middleweight,KO/TKO:Punches,1,0:43,"July 25, 2015"
282,win,Ricco Rodriguez:Randy Couture,0:0,39:39,4:5,1:0,Heavyweight,KO/TKO:Elbows,5,3:04,"September 27, 2002"
283,win,Tim Sylvia:Wesley Correira,0:0,138:26,0:0,0:0,Heavyweight,KO/TKO:,2,1:43,"September 27, 2002"
284,win,BJ Penn:Matt Serra,0:0,32:8,1:1,0:1,Lightweight,U-DEC:,3,5:00,"September 27, 2002"
285,win,Caol Uno:Din Thomas,0:0,35:11,0:3,0:4,Lightweight,U-DEC:,3,5:00,"September 27, 2002"
286,win,Gan McGee:Pedro Rizzo,0:0,17:14,0:0,0:0,Heavyweight,KO/TKO:,1,5:00,"September 27, 2002"
287,win,Phil Baroni:Dave Menne,1:0,8:1,0:0,0:0,Middleweight,KO/TKO:Punches,1,0:18,"September 27, 2002"
288,win,Matt Lindland:Ivan Salaverry,0:0,16:32,6:0,0:0,Middleweight,U-DEC:,3,5:00,"September 27, 2002"
289,win,Sean Sherk:Benji Radach,0:0,6:7,1:0,0:0,Welterweight,KO/TKO:,1,4:16,"September 27, 2002"
290,win,Rashad Evans:Chuck Liddell,1:0,13:10,0:0,0:0,Light Heavyweight,KO/TKO:Punch,2,1:51,"September 06, 2008"
291,win,Rich Franklin:Matt Hamill,1:0,71:13,0:1,0:0,Light Heavyweight,KO/TKO:Kick,3,0:39,"September 06, 2008"
292,win,Dan Henderson:Rousimar Palhares,1:0,42:27,0:2,0:1,Middleweight,U-DEC:,3,5:00,"September 06, 2008"
293,win,Nate Marquardt:Martin Kampmann,1:0,22:1,0:0,0:0,Middleweight,KO/TKO:Punches,1,1:22,"September 06, 2008"
294,win,Dong Hyun Kim:Matt Brown,0:0,12:48,3:1,1:2,Welterweight,S-DEC:,3,5:00,"September 06, 2008"
295,win,Kurt Pellegrino:Thiago Tavares,2:0,61:18,1:1,1:0,Lightweight,U-DEC:,3,5:00,"September 06, 2008"
296,win,Tim Boetsch:Michael Patt,1:0,15:9,0:0,0:0,Light Heavyweight,KO/TKO:Punches,1,2:03,"September 06, 2008"
297,win,Jason MacDonald:Jason Lambert,0:0,10:1,2:0,1:2,Middleweight,SUB:Rear Naked Choke,2,1:20,"September 06, 2008"
298,win,Ryo Chonan:Roan Carneiro,0:0,23:18,0:2,0:1,Welterweight,S-DEC:,3,5:00,"September 06, 2008"
299,win,Giga Chikadze:Edson Barboza,2:0,60:33,0:0,2:0,Featherweight,KO/TKO:Punch,3,1:44,"August 28, 2021"
300,win,Bryan Battle:Gilbert Urbina,0:0,46:45,1:2,1:0,Middleweight,SUB:Rear Naked Choke,2,2:15,"August 28, 2021"
301,win,Ricky Turcios:Brady Hiestand,1:0,100:66,2:6,0:0,Bantamweight,S-DEC:,3,5:00,"August 28, 2021"
302,win,Daniel Rodriguez:Kevin Lee,0:0,120:56,0:3,0:0,Welterweight,U-DEC:,3,5:00,"August 28, 2021"
303,win,Andre Petroski:Micheal Gillmore,0:0,46:31,4:0,1:0,Middleweight,KO/TKO:Elbows,3,3:12,"August 28, 2021"
304,win,Gerald Meerschaert:Makhmud Muradov,0:0,32:40,3:0,1:0,Middleweight,SUB:Rear Naked Choke,2,1:49,"August 28, 2021"
305,win,Abdul Razak Alhassan:Alessio Di Chirico,1:0,1:1,0:0,0:0,Middleweight,KO/TKO:Kick,1,0:17,"August 28, 2021"
306,win,Wellington Turman:Sam Alvey,0:0,69:68,2:0,0:0,Middleweight,S-DEC:,3,5:00,"August 28, 2021"
307,win,Dustin Jacoby:Darren Stewart,0:0,37:18,0:2,0:0,Light Heavyweight,KO/TKO:Punches,1,3:04,"August 28, 2021"
308,win,JJ Aldrich:Vanessa Demopoulos,0:0,93:70,1:0,0:0,Women's Flyweight,U-DEC:,3,5:00,"August 28, 2021"
309,win,Pat Sabatini:Jamall Emmers,0:0,1:10,0:0,2:1,Featherweight,SUB:Heel Hook,1,1:53,"August 28, 2021"
310,win,Mana Martinez:Guido Cannetti,0:0,79:66,2:0,0:0,Bantamweight,S-DEC:,3,5:00,"August 28, 2021"
311,win,Rich Franklin:David Loiseau,2:1,127:21,5:1,0:0,Middleweight,U-DEC:,5,5:00,"March 04, 2006"
312,win,Mike Swick:Steve Vigneault,0:0,13:6,0:0,1:0,Middleweight,SUB:Guillotine Choke,1,2:09,"March 04, 2006"
313,win,Georges St-Pierre:BJ Penn,0:0,59:37,4:1,0:1,Welterweight,S-DEC:,3,5:00,"March 04, 2006"
314,win,Nate Marquardt:Joe Doerksen,0:1,56:26,5:2,2:0,Middleweight,U-DEC:,3,5:00,"March 04, 2006"
315,win,Mark Hominick:Yves Edwards,0:0,22:20,0:1,1:0,Lightweight,SUB:Triangle Choke,2,1:52,"March 04, 2006"
316,win,Sam Stout:Spencer Fisher,0:0,62:53,0:4,0:3,Lightweight,S-DEC:,3,5:00,"March 04, 2006"
317,win,Jason Lambert:Rob MacDonald,1:0,7:3,1:0,1:0,Light Heavyweight,SUB:Kimura,1,1:54,"March 04, 2006"
318,win,Tom Murphy:Icho Larenas,0:0,30:2,6:0,2:0,Heavyweight,KO/TKO:Punches,3,1:59,"March 04, 2006"
319,win,Dan Henderson:Mauricio Rua,1:0,77:96,1:5,1:1,Light Heavyweight,U-DEC:,5,5:00,"November 19, 2011"
320,win,Wanderlei Silva:Cung Le,1:0,43:32,0:0,0:0,Middleweight,KO/TKO:Knee,2,4:49,"November 19, 2011"
321,win,Urijah Faber:Brian Bowles,1:0,36:13,1:0,1:0,Bantamweight,SUB:Guillotine Choke,2,1:27,"November 19, 2011"
322,win,Martin Kampmann:Rick Story,0:0,38:61,3:1,1:0,Welterweight,S-DEC:,3,5:00,"November 19, 2011"
323,win,Stephan Bonnar:Kyle Kingsbury,0:0,36:31,4:0,1:0,Light Heavyweight,U-DEC:,3,5:00,"November 19, 2011"
324,win,Ryan Bader:Jason Brilz,1:0,6:1,0:0,0:0,Light Heavyweight,KO/TKO:Punch,1,1:17,"November 19, 2011"
325,win,Michael McDonald:Alex Soto,2:0,12:6,0:0,0:0,Bantamweight,KO/TKO:Punches,1,0:56,"November 19, 2011"
326,win,Chris Weidman:Tom Lawlor,0:0,3:2,1:0,1:0,Middleweight,SUB:D'Arce Choke,1,2:07,"November 19, 2011"
327,win,Gleison Tibau:Rafael Dos Anjos,0:0,56:25,2:0,0:0,Lightweight,S-DEC:,3,5:00,"November 19, 2011"
328,win,Miguel Torres:Nick Pace,0:0,64:31,0:1,0:0,Bantamweight,U-DEC:,3,5:00,"November 19, 2011"
329,win,Seth Baczynski:Matt Brown,0:0,17:19,1:1,1:0,Welterweight,SUB:Guillotine Choke,2,0:42,"November 19, 2011"
330,win,Danny Castillo:Shamar Bailey,0:0,22:3,3:0,0:0,Lightweight,KO/TKO:Punches,1,4:52,"November 19, 2011"
331,win,Jon Fitch:Paulo Thiago,0:0,15:5,4:0,1:5,Welterweight,U-DEC:,3,5:00,"July 11, 2009"
332,win,Brock Lesnar:Frank Mir,0:0,47:4,1:0,0:0,Heavyweight,KO/TKO:Punches,2,1:48,"July 11, 2009"
333,win,Georges St-Pierre:Thiago Alves,1:0,59:30,10:0,1:0,Welterweight,U-DEC:,5,5:00,"July 11, 2009"
334,win,Dan Henderson:Michael Bisping,1:0,29:22,0:0,0:0,Middleweight,KO/TKO:Punch,2,3:20,"July 11, 2009"
335,win,Yoshihiro Akiyama:Alan Belcher,0:1,55:76,3:0,0:0,Middleweight,S-DEC:,3,5:00,"July 11, 2009"
336,win,Mark Coleman:Stephan Bonnar,0:0,20:26,3:0,0:3,Light Heavyweight,U-DEC:,3,5:00,"July 11, 2009"
337,win,Jim Miller:Mac Danzig,0:0,37:20,6:0,1:1,Lightweight,U-DEC:,3,5:00,"July 11, 2009"
338,win,Jon Jones:Jake O'Brien,0:0,25:11,0:0,1:0,Light Heavyweight,SUB:Guillotine Choke,2,2:43,"July 11, 2009"
339,win,Dong Hyun Kim:TJ Grant,0:0,29:22,4:1,1:0,Welterweight,U-DEC:,3,5:00,"July 11, 2009"
340,win,Tom Lawlor:CB Dollaway,0:0,0:1,0:0,1:0,Middleweight,SUB:Guillotine Choke,1,0:55,"July 11, 2009"
341,win,Shannon Gugerty:Matt Grice,0:0,1:4,1:0,2:0,Lightweight,SUB:Guillotine Choke,1,2:36,"July 11, 2009"
342,win,Alexander Volkanovski:Brian Ortega,0:0,214:88,0:2,0:3,Featherweight,U-DEC:,5,5:00,"September 25, 2021"
343,win,Valentina Shevchenko:Lauren Murphy,0:0,98:11,3:0,0:0,Women's Flyweight,KO/TKO:Punches,4,4:00,"September 25, 2021"
344,win,Robbie Lawler:Nick Diaz,0:0,131:150,0:0,0:0,Middleweight,KO/TKO:Punch,3,0:44,"September 25, 2021"
345,win,Curtis Blaydes:Jairzinho Rozenstruik,0:0,32:18,3:0,0:0,Heavyweight,U-DEC:,3,5:00,"September 25, 2021"
346,win,Jessica Andrade:Cynthia Calvillo,0:0,48:27,0:0,0:0,Women's Flyweight,KO/TKO:Punches,1,4:54,"September 25, 2021"
347,win,Merab Dvalishvili:Marlon Moraes,0:1,69:29,4:0,0:0,Bantamweight,KO/TKO:Punches,2,4:25,"September 25, 2021"
348,win,Dan Hooker:Nasrat Haqparast,0:0,73:27,3:0,0:0,Lightweight,U-DEC:,3,5:00,"September 25, 2021"
349,win,Chris Daukaus:Shamil Abdurakhimov,2:0,38:23,0:0,0:0,Heavyweight,KO/TKO:Punch,2,1:23,"September 25, 2021"
350,win,Taila Santos:Roxanne Modafferi,1:0,55:18,5:0,0:0,Women's Flyweight,U-DEC:,3,5:00,"September 25, 2021"
351,win,Jalin Turner:Uros Medic,0:0,25:6,1:0,1:0,Lightweight,SUB:Rear Naked Choke,1,4:01,"September 25, 2021"
352,win,Nick Maximov:Cody Brundage,0:0,14:28,4:0,0:1,Middleweight,U-DEC:,3,5:00,"September 25, 2021"
353,win,Matthew Semelsberger:Martin Sano,1:0,3:1,0:0,0:0,Welterweight,KO/TKO:Punch,1,0:15,"September 25, 2021"
354,win,Jonathan Pearce:Omar Morales,0:0,12:12,6:0,1:0,Featherweight,SUB:Rear Naked Choke,2,3:31,"September 25, 2021"
355,win,Yushin Okami:Nate Marquardt,0:0,25:21,1:3,0:2,Middleweight,U-DEC:,3,5:00,"November 13, 2010"
356,win,Dennis Siver:Andre Winner,1:0,30:13,0:0,1:0,Lightweight,SUB:Rear Naked Choke,1,3:37,"November 13, 2010"
357,win,Amir Sadollah:Peter Sobotta,0:0,90:34,0:0,0:0,Welterweight,U-DEC:,3,5:00,"November 13, 2010"
358,win,Krzysztof Soszynski:Goran Reljic,0:0,57:23,0:2,3:0,Light Heavyweight,U-DEC:,3,5:00,"November 13, 2010"
359,win,Duane Ludwig:Nick Osipczak,0:2,99:60,0:2,0:0,Welterweight,S-DEC:,3,5:00,"November 13, 2010"
360,win,Vladimir Matyushenko:Alexandre Ferreira,0:0,19:6,2:0,0:0,Light Heavyweight,KO/TKO:Elbows,1,2:20,"November 13, 2010"
361,win,Pascal Krauss:Mark Scanlon,0:0,50:33,3:3,2:2,Welterweight,U-DEC:,3,5:00,"November 13, 2010"
362,win,Kyle Noke:Rob Kimmons,0:0,25:16,3:0,2:0,Middleweight,SUB:Rear Naked Choke,2,1:33,"November 13, 2010"
363,win,Karlos Vemola:Seth Petruzelli,0:0,18:3,2:0,0:2,Light Heavyweight,KO/TKO:Punches,1,3:46,"November 13, 2010"
364,win,Carlos Eduardo Rocha:Kris McCray,0:0,2:3,0:2,1:0,Welterweight,SUB:Kneebar,1,2:21,"November 13, 2010"
365,win,Randy Couture:Chuck Liddell,0:0,46:22,4:0,1:0,Light Heavyweight,KO/TKO:Punches,3,2:39,"June 06, 2003"
366,win,Kimo Leopoldo:David Abbott,0:0,1:0,1:0,1:0,Heavyweight,SUB:Arm Triangle,1,1:59,"June 06, 2003"
367,win,Vitor Belfort:Marvin Eastman,1:0,9:1,0:0,0:0,Light Heavyweight,KO/TKO:Knees,1,1:07,"June 06, 2003"
368,draw:draw,Vernon White:Ian Freeman,0:0,45:18,1:2,0:1,Heavyweight,S-DEC:,3,5:00,"June 06, 2003"
369,win,Frank Mir:Wes Sims,0:0,4:1,1:0,4:0,Heavyweight,DQ:,1,2:55,"June 06, 2003"
370,win,Yves Edwards:Eddie Ruiz,1:0,21:3,0:2,3:0,Lightweight,U-DEC:,3,5:00,"June 06, 2003"
371,win,Falaniko Vitale:Matt Lindland,0:0,2:2,0:0,0:0,Middleweight,KO/TKO:Slam,1,1:56,"June 06, 2003"
372,win,Pedro Rizzo:Tra Telligman,0:1,40:34,1:0,0:0,Heavyweight,KO/TKO:,2,4:24,"June 06, 2003"
373,win,Daniel Cormier:Alexander Gustafsson,0:1,140:120,1:1,0:0,Light Heavyweight,S-DEC:,5,5:00,"October 03, 2015"
374,win,Ryan Bader:Rashad Evans,0:0,52:25,1:0,0:0,Light Heavyweight,U-DEC:,3,5:00,"October 03, 2015"
375,win,Ruslan Magomedov:Shawn Jordan,0:0,71:20,0:1,0:0,Heavyweight,U-DEC:,3,5:00,"October 03, 2015"
376,win,Joseph Benavidez:Ali Bagautinov,0:0,48:31,0:0,0:0,Flyweight,U-DEC:,3,5:00,"October 03, 2015"
377,win,Julianna Pena:Jessica Eye,0:0,34:30,3:1,3:1,Women's Bantamweight,U-DEC:,3,5:00,"October 03, 2015"
378,win,Yair Rodriguez:Dan Hooker,0:0,52:19,2:1,0:0,Featherweight,U-DEC:,3,5:00,"October 03, 2015"
379,win,Albert Tumenov:Alan Jouban,1:0,19:17,0:0,0:0,Welterweight,KO/TKO:Punches,1,2:55,"October 03, 2015"
380,win,Adriano Martins:Islam Makhachev,1:0,3:4,0:0,0:0,Lightweight,KO/TKO:Punch,1,1:46,"October 03, 2015"
381,win,Rose Namajunas:Angela Hill,0:0,13:12,1:0,1:0,Women's Strawweight,SUB:Rear Naked Choke,1,2:47,"October 03, 2015"
382,win,Sage Northcutt:Francisco Trevino,0:0,21:1,1:0,0:0,Lightweight,KO/TKO:Punches,1,0:57,"October 03, 2015"
383,win,Sergio Pettis:Chris Cariaso,1:0,37:37,3:0,0:1,Flyweight,U-DEC:,3,5:00,"October 03, 2015"
384,win,Derrick Lewis:Viktor Pesta,0:0,41:8,0:5,0:0,Heavyweight,KO/TKO:Punches,3,1:15,"October 03, 2015"
385,win,Georges St-Pierre:Josh Koscheck,0:0,110:16,4:1,0:0,Welterweight,U-DEC:,5,5:00,"December 11, 2010"
386,win,Stefan Struve:Sean McCorkle,0:0,11:4,0:1,0:2,Heavyweight,KO/TKO:Punches,1,3:55,"December 11, 2010"
387,win,Jim Miller:Charles Oliveira,0:0,1:5,1:0,2:0,Lightweight,SUB:Kneebar,1,1:59,"December 11, 2010"
388,win,Mac Danzig:Joe Stevenson,1:0,9:6,0:0,0:0,Lightweight,KO/TKO:Punch,1,1:54,"December 11, 2010"
389,win,Thiago Alves:John Howard,1:0,73:37,2:0,0:0,Welterweight,U-DEC:,3,5:00,"December 11, 2010"
390,win,Dan Miller:Joe Doerksen,0:0,18:12,5:0,1:2,Middleweight,S-DEC:,3,5:00,"December 11, 2010"
391,win,Mark Bocek:Dustin Hazelett,0:0,9:0,1:0,1:0,Lightweight,SUB:Triangle Choke,1,2:33,"December 11, 2010"
392,draw:draw,Jesse Bongfeldt:Rafael Natal,0:0,53:13,2:5,0:0,Middleweight,M-DEC:,3,5:00,"December 11, 2010"
393,win,Sean Pierson:Matthew Riddle,1:0,112:35,1:0,1:1,Welterweight,U-DEC:,3,5:00,"December 11, 2010"
394,win,Ricardo Almeida:TJ Grant,0:0,48:6,6:0,0:0,Welterweight,U-DEC:,3,5:00,"December 11, 2010"
395,win,John Makdessi:Pat Audinwood,1:0,74:19,0:1,0:0,Lightweight,U-DEC:,3,5:00,"December 11, 2010"
396,win,Anderson Silva:Rich Franklin,1:0,31:10,0:0,0:0,Middleweight,KO/TKO:Knees,1,2:59,"October 14, 2006"
397,win,Sean Sherk:Kenny Florian,0:0,60:23,8:0,1:4,Lightweight,U-DEC:,5,5:00,"October 14, 2006"
398,win,Jon Fitch:Kuniyoshi Hironaka,0:0,44:4,5:0,0:2,Welterweight,U-DEC:,3,5:00,"October 14, 2006"
